552,"""I read an IGN review where the guy gave it a 7 because the story was poor.The guy really needs to read the room.You do not go to see Deadpool for a great, in-depth story which will make you think.You go to see Deadpool for fun, for obscene fight scenes, great jokes, bad jokes... Ridiculous deaths, sarcasms, obnoxious non PC comments and most importantly the most amazing music which brings it all together.And Deapool and Wolverine has that on every possible way.If you want to see this film, go to the cinema, don't wait for TV because you will miss one of the biggest and best watches to ever hit the big screen.""",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,"""Went to an early midnight screening in a packed Imax. The whole theater was laughing and cheering throughout the movie. The story can be a little confusing, but it was fun all the way, I didn't feel bored even for a second. The action was very bloody and goofy, the jokes were hardcore and the movie is very meta. The one thing I especially liked is that there are actually emotional scene that aren't actually undercut with jokes, a thing that a lot of newer MCU movies tend to do. But this is still more of a Fox than a MCU movie. If you liked previous Deadpool movies you'll like this one too. Hugh Jackman is amazing as Wolverine and the cameos are really something special, especially because they're usually more that just that.It's a fan service, but who cares - it's a entertaining fun summer blockbuster that gives you what you've paid for.""",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,"""I saw this at an early fan screening and it was pure cinematic candy. I'm confident that it's the best movie of the summer!The whole audience was constantly either laughing, cheering or clapping. The jokes were hilarious and the cameos were amazing (and so many of them!). I won't spoil anything, but there were multiple cameos by characters you'll never see in any other movie, and I loved them. Fans of comic book movies will have a field day with all the references.It might be recency bias, but it's probably my favourite Deadpool movie (and I loved the first two). They definitely knew what the fans wanted (and what they didn't know they wanted) and gave it to them. Another hit from Shawn Levy.""",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,"""I feel i'm in the minority here but I can't bring myself to rate this film over a 6, which feels such a shame. The first 2 Deadpool's are some of my all time favourite films, they're easy to watch, fun, hilarious, plenty of heart. When the credits rolled for Deadpool and Wolverine I thought to myself, would I watch this again? Probably not and I can't put my finger on why this one just felt so off? I'm not taking anything away from the acting of Deadpool or Wolverine as both gave their all during this but the story completely let them down. I've seen people say """"oh it's Deadpool don't read into these films too much, just enjoy them"""" in a sense that's true but the first 2 films had a coherent story and plot which are very engaging. Watching 2 immortal beings consistently insult then fight each other 6/7 times throughout can get a bit repetitive and I felt that around halfway through. Where was Collusus? Megasonic? Dulpinder? I wish we had so much more of these guys but they had about 5 minute screen time throughout the whole film. The problem with this Multiverse BS is the lack of stakes, anything is possible where some things should have an end and plot armour becomes so stale. The cameos I honestly couldn't care for, Marvel need to stop shoe horning in old characters for the hope of making the audience giddy and focus on a compelling plot and story. I wanted to love this film as much as everyone else but I can't lie to myself. The acting was good (props to Cassandra, she was cool), some funny moments and some good action made it a solid 6. This film I kind of count as a stand-alone film and not a """"Deadpool 3"""", the first 2 in my opinion are much more enjoyable.""",Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,"""D&W is a film that objectively deserves a nice 4: full of holes in the plot, history to forget and probably one of the most lame of the whole MCU, characters without any emotional depth and many other cinematic horrors. Wolverine is reduced to a mere character that serves only to support the jokes of Deadpool. Which is a shame, since Jackman is a great actor who could have been used much more. The title of the most suitable film would be: Deadpool (written in giant letters) & a bit of Wolverine (as subtitle). The villain is terrible to say the least: almost non-existent motivations, a little random powers and a forced and fake acting. The secondary characters are strung with force , according to the fan service fashion to which the film continually winks. So why is my grade 6? It's simple: it's funny. It's a very flat and drawn-out movie, but it's funny, and not little. The irony of this film is unmatched and it makes fun of anything, following a comical pattern that has disappeared with the culture of politically correct (Disney...). The final film is free, unrestrained, unregulated and minimally influenced. Get ready to laugh every 10 minutes: the jokes are so sharp that it's almost impossible not to mention a small smile. It's a pity that comedy is not enough, if everything else is as mediocre as few films.Honorable mention for Dogpool, who, believe me, is the best actor in the film. And that says a lot.""",Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,"""Story was a 4/10 max. I genuinely got bored and if Ryan Reynolds wasn't there to make it actually funny I probably would've walked out. The fact I'm giving them 2 starts on top of the 4 just because it was funny is crazy.I don't know when Marvel will learn that this multi-verse is ruining them. They're out of ideas and just throwing it into films (as suggested by Ryan in the movie).Saddest part was the fact it was actually really funny. I would say it was probably funnier than the original Deadpool. The potential this franchise has and the past 2 have been complete let downs.Also, if anyone even paid attention to the original Deadpool, surely you know he became the killer he is to avenge his girlfriend's death... and they just completely undid all of that. Disney is like the franchise just buying companies and just eating away at them until there is nothing left. If they can ruin a Deadpool film like this god help them.""",Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,"""When did cursing more become a recipe for humour?Much of the film is filled with Wolverine and Deadpool needlessly stabbing of one another as if that was going to help the plot.The cameos were more time fillers because the plot itself was without any substance.They should stop Ryan Reynolds from writing screenplays. Anyone encouraging him should be accused of having an agenda.If you feel that my review is stupid, ask yourself what's left of the film once you remove stupid insults, stabbing, shooting and witless sexual references?I get that the film is a fantasy action film. It just doesn't deliver on any other level other than being base comedy.""",Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,"""So that was a trip. I really enjoyed that film, and think both casual and hardcore fans will be pleased. Not perfect, but still pretty darn entertaining. There's a temptation lately for films that aren't perfect to be seen as a disappointment, and I hope that isn't the case here.The Deadpool and Wolverine team up has been teased since 2009's disaster X-Men Origins: Wolverine movie. The film aims to strike a balance between being accessible to casual viewers while also satisfying die-hard fans of the characters.However, the film also faces the challenge of navigating the complex and intricate web of continuity that exists within the Marvel universe. With close to 50 (!) films in its continuity (not including the TV shows and Sony's films), the Deadpool and Wolverine movie needed to carefully thread the needle to ensure that it honors the established lore while also delivering a fresh and engaging story.Despite the potential baggage of its expansive continuity, the Deadpool and Wolverine works as a standalone.""",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,"""My first review.I'm not a huge Marvel fan, but I've watched all Deadpool and loved them.Don't know what it is about this one but I've found it hilarious, and it would seem that whole theatre did as well. All jokes are spot on, acting is awesome (with few exceptions), action is great - all in all a movie I would recommend to anyone who can stomach a bit of adult (and childish) humour and gore.Story is OK, nothing special, but execution makes up for it. Cameos are, as far as I'm concerned, awesome as well.And one more thing - pacing is also spot on - 2 hours flew by.I'll keep it short - just go and watch it!""",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,"""Watched it on IMAX with my parents and it was definitely worth it. It was truly entertaining and fun. Smiling and laughing from the start till the end. Also, I never thought I would see some """"old"""" characters and """"old/new"""" characters in this film. Many easter eggs, if you're that nerd, truly nostalgic. I could say this is one of the best multiverse film ever. Also the soundtrack for this film was great. However, the movie should have been longer because we waited for many years for this prequel. When it ended, it was bittersweet because I grew up with these movies. Thank you Deadpool, our Marvel Jesus.....and Logan, the wrong guy always. :)""",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,"""The opening sequence to this film is one of the best I've seen. Whole lot of fighting with Logan's bones & dancing to Bye Bye Bye, a masterpiece opening. The constant fourth wall breaking was timed perfectly & constant laughs along the way. It was a wonderful tribute throughout to some of the forgotten heroes in other films. Wolverine wearing the suit was great but the line """"Friends don't let friends leave home looking like they fight crime for the Los Angeles Rams."""" is incredible. The constant shots at other studios or the failures of marvel since Endgame was funny & something I wasn't sure we'd see in a Marvel Studios production but it made it even better. The whole movie is really just a bunch of fun as you'd expect with some epic action sequences along the way. If you loved the first two, you're going to love this, if you didn't then I'd skip it as it really cranks up what makes deadpool, deadpool. The movie is one big Easter egg so make sure you're locked in to everything going on. One of my favourite lines in the film """"Pegging isn't new for me, but it is for Disney"""" perfect delivery. If you want to get some closure on a gag from the film make sure you stay for the credit scene.""",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,"""I felt like the story was weak and obviously things were happening just to progress the plot versus making sense. Charles sister one moment is touched because 1 of the infinite number of Charles might have cared she existed and releasing them from the void, to instantly following them to destroy everything just because she was written to.That being said if you just enjoy the cultural references and ride without thinking, it's a good film. There are many hilarious scenes and great fight scenes along with beautifully shot scenes. I saw it in imax 3d in Indy and the effects were really solid as well. Overall 7 if you think about it, 8 if you just enjoy the ride.""",Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,"""""""Deadpool & Wolverine"""" was everything that I ever wanted, and it BLEW MY MIND AWAY, with surprising CAMEOS, but not gonna tell ya! You have to watch it on the BIG SCREEN to believe it! It takes it to a WHOLE NEW LEVEL!!! It literally blow me away with every exciting elements and a whole new adventure, and I'm loosing my mind! I never felt more excited and so happy with joy as I am right now!!!Ryan Reynolds and Hugh Jackman, are way OVER THE TOP with their BEST performances! The one and only loud mouth superhero/non superhero comedy goof ball: DEADPOOL, and once again, returns as the X-Men strongest tough superhero: WOLVERINE! The PERFECT team up, straight out of the MCU comic book genre!Emma Corrin played the best supervillain role as Cassandra Nova, and she literally nailed that part so brilliantly, and Matthew Macfadyen did a pretty good job as Mr. Paradox, and I never knew how the TVA can go from a whole new direction in the film. The ACTION, the COMEDY, the SPECTACLE, the JOKES, the GORE, and every best Marvel moments was beautifully well done by the book when it comes to Kevin Feige, and along with the MCU team, that can actually make many Marvel movies possible, to keep Stan Lee's name and his legacy alive!Shawn Levy, who made Free Guy, Night at the Museum films, Real Steel, and The Adam Project, did a really great job making his version of Deadpool happen on the BIG SCREEN, and we finally got what the Marvel fans wanted! Everything with Marvel Studios was brilliant, I'm not gonna say anything about it tho, so NO SPOILERS, lmao, but this was definitely the best buddy superhero movie of 2024, and I would love to go see D&W, over and over and over and over again!LFG!10/10..... more like: 1000/10!""",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,"""We saw this at the midnight premiere in imperial Copenhagen, it was a fun experience meeting people in the middle of the night for a new movie, and assembling fans who enjoy this franchise as much as ourselves.The movie in its entirety was very enjoyable, but it seemed like they just had to come up with something for the fun of it. Don't get me wrong, Ryan Reynolds does a phenomenal job, and the some scenes are just way to hilarious. But it lacked something which i somehow can't explain, it just seemed like they could have come up with a better story imo. But what do I know?I say go for it, and at least you end up laughing.""",Neutrral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,"""After rewatching Deadpool and Wolverine I have struggled to think how to rate the movie given that how there is very evident flaws whilst also being one of the most enjoyable comic book movies in recent years.Deadpool and Wolverine is a film that took me a while for it to sync into my mind as being a reality. When the opening marvel sequence was playing out and I heard Deadpool humming the end of the opening theme I instantly said to myself """"wow!! This is actually real, we are getting Deadpool and Wolverine in the MCU"""".The opening sequence with the TVA agents being slaughtered by Deadpool using the corpse of Wolverine whilst NSYNC was playing was an absolute blast and felt consistent in the tone with the two previous deadpool films.It was a huge relief to me when watching the movie how they managed to incorporate Wolverine in the movie without disrespecting Logan (2017). Speaking about Wolverine, the interactions between him and Deadpool felt so satisfying with the hilarious dialogue and surprising emotional moments. The couple of fight scenes we get between them were an absolute blast and it was so fulfilling actually getting what we have been waiting for, for soooo long.A lot of people were anticipating the cameos and characters that would turn up in the movie and I for one was pretty happy with what we got. Elektra was a character I had a suspicion about being in the movie and it was nice seeing her, albeit I maybe wanted a bit more from her. Blade was an unexpected but welcome surprise. Channing Tatum's Gambit was a hilarious inclusion and of course Laura turning up brought a lot of heart to the story, though I wish it wasn't spoiled in the trailers. The last big cameo I wanted to mention was the Chris Evans' Human Torch one, I liked how they introduced the character and his death made Cassandra Nova feel really threatening. I did like the antagonists we got in the movie, Mr Paradox was quite funny and Cassandra Nova was really threatening. However, I don't want to sound greedy but I would have maybe liked one or two more short cameos from heroes/villains who were actually in the MCU.This all being said, issues start to arise when you actually take the story apart and look into it. The story is really forgettable as a whole and is doesn't have the urgency to it that it should have had. Also as epic as the final act battle was, there wasn't really any development behind it and is just there to give Deadpool and Wolverine one final fight.The closing credits of the film were really nice and nostalgic! Hearing Green",Positive,life whilst showing behind,the scenes footage of the fox/marvel,films was a really heartfelt goodbye,"to the Fox universe. Instead of insulting them, it was a celebration of them and felt like",a fitting,"goodbye.Anyways, as",much,as Deadpool and Wolverine is a,messy,movie with a,"flawed story,",its just,too,fun to really,care to,much,about that. The fact that this exists is,just so cool for comic book fans and,I had an absolute blast watching the midnight premiere and even my,rewatch,of it.Oh I forgot,"to mention how this had an absolute GOATED soundtrack, Green Day, Avril Lavigne and a song from",the,"movie Grease (1978)...WOW!!!!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,"""This is the first Marvel movie in a long time that didn't make me want to fast-forward to the end. It runs on fan service, cameos and everything that came before. I liked it well enough, but I got the feeling throughout that Disney is throwing a bunch of stuff we've really wanted at us in a sloppy, disorganized way, in the hopes that we will forget about all the flops and start coming to their movies again. It's almost like someone told Ryan Reynolds to make something we'll like because the money is drying up and they need a hit. This movie isn't going to fix anything like a lot of people thought it would. Not as good as 1, but better than 2. I'll probably watch it again.""",Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,"""My dad fell asleep during this. Twice. If he'd been awake, we could have left.This movie is shockingly boring. We couldn't figure out why until discussing it in the car. And then, lightbulb, we realized: there is no point to watching two perfectly matched, immortal beings fight.There are no stakes. We all know no one is going to die or suffer any consequences for longer than five seconds. So every fight scene was basically the equivalent of watching two toddlers squabble. But with even the threat of a time out removed. It got tiresome immediately, yet continued the entire film. The thing could have been about thirty minutes long if they pulled the gratuitous, but pointless, fight scenes out.The multiverse stuff has further removed the stakes, since if anything bad happens, they can just rewrite it and start over in a new film.This movie is yet another fan-service circle jerk. The entire film is set up to feed the audience a string of obscure, niche character and forgotten fandom cameos, with the weakest of plots holding it together like used chewing gum to justify it. They pulled from Marvel, they pulled from XMen, then it got weird and they started pulling from other fandoms, like Mad Max and Blade. I'm honestly shocked Star Wars didn't end up in there, somewhere, but maybe that would have blown the budget and the nerd audience's heads.Having grown up casually watching the XMen cartoon after school everyday in the 90's, I admittedly recognized about 80% of the cameod characters, and had a brief flare of """"oh, it's that one guy! Uh.."""" Before again wondering what the point was, because there was little point to them being there other than to be fan-service.My dad had NOT grown up with that particular after school cartoon and said he was completely lost and didn't know who anyone was or why they kept introducing more and more of them.This one feels for-fans-only. If you are the sort to freak out that Wolverine is in a comic-accurate costume and feel sustaining delight at a five second glimpse of some random character who was in a couple episodes thirty years ago in a crowd fight scene, this movie is for you. If you are the sort to realize there are reasons why they haven't used the comic costume, like how it makes Wolverine look like he's got roided-out collar bones in a really, really weird way, and have been a casual viewer of all things Marvel-owned, you won't get the references and will bored, missing what's nine tenths of the film's purpose, so skip it.""",Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
